Last: 0  -nan  0.00000000000000e+00
Last: 10  2.000000  1.83964953010465e+00
Last: 20  2.000000  1.65859103298282e+00
Last: 30  2.000000  1.83273934231818e+00
Last: 40  2.000000  1.57700536888929e+00
Last: 50  2.000000  1.69137168889037e+00
Last: 60  2.000000  1.55087141113670e+00
Last: 70  2.000000  1.54349327016567e+00
Last: 80  2.000000  1.53798470125396e+00
Last: 90  2.000000  1.53371488069111e+00
Last: 100  2.000000  1.53030813289323e+00
Last: 110  2.000000  1.47297223503700e+00
Last: 120  2.000000  1.52521302681497e+00
Last: 130  2.000000  1.47709878835529e+00
Last: 140  2.000000  1.47872304494545e+00
Last: 150  2.000000  1.48013215792554e+00
Last: 160  2.000000  1.48136621849503e+00
Last: 170  2.000000  1.48245593917178e+00
Last: 180  2.000000  1.48342524477796e+00
Last: 190  2.000000  1.51587375261925e+00
Last: 200  2.000000  1.48507450310142e+00
Last: 210  2.000000  1.51435461208880e+00
Last: 220  2.000000  1.48642524629707e+00
Last: 230  2.000000  1.48701290553107e+00
Last: 240  2.000000  1.48755179547903e+00
Last: 250  2.000000  1.48804774527226e+00
Last: 260  2.000000  1.48850569066448e+00
Last: 270  2.000000  1.46703381182461e+00
Last: 280  2.000000  1.48932379818515e+00
Last: 290  2.000000  1.46928395927138e+00
Last: 300  2.000000  1.49003318579934e+00
Last: 310  2.000000  1.47124656613549e+00
Last: 320  2.000000  1.47213673210806e+00
Last: 330  2.000000  1.47297343753064e+00
Last: 340  2.000000  1.47376135793128e+00
Last: 350  2.000000  1.47450463907698e+00
Last: 360  2.000000  1.45890634043469e+00
Last: 370  2.000000  1.47587164390863e+00
Last: 380  2.000000  1.46104086060915e+00
Last: 390  2.000000  1.46202707479540e+00
Last: 400  2.000000  1.46296459373267e+00
Last: 410  2.000000  1.46385693693443e+00
Last: 420  2.000000  1.46470729273726e+00
Last: 430  2.000000  1.46551855635739e+00
Last: 440  2.000000  1.46629336281805e+00
Last: 450  2.000000  1.45405151274269e+00
Last: 460  2.000000  1.46774301121576e+00
Last: 470  2.000000  1.45597780685407e+00
Last: 480  2.000000  1.45688163447782e+00
Last: 490  2.000000  1.45774909777582e+00
Last: 500  2.000000  1.45858234794323e+00
Last: 510  2.000000  1.45938336978920e+00
Last: 520  2.000000  1.44896507799670e+00
Last: 530  2.000000  1.46089592874626e+00
Last: 540  2.000000  1.45082394187778e+00
Last: 550  2.000000  1.45170350681227e+00
Last: 560  2.000000  1.46296472364649e+00
Last: 570  2.000000  1.46360652304522e+00
Last: 580  2.000000  1.46422645834010e+00
Last: 590  2.000000  1.46482562803290e+00
Last: 600  2.000000  1.46540505825249e+00
Last: 610  2.000000  1.45638423339829e+00
Last: 620  2.000000  1.46650847754148e+00
Last: 630  2.000000  1.45774918040421e+00
Last: 640  2.000000  1.45840011267442e+00
Last: 650  2.000000  1.45903129346069e+00
Last: 660  2.000000  1.45964360826415e+00
Last: 670  2.000000  1.46023789043618e+00
Last: 680  2.000000  1.45224709549020e+00
Last: 690  2.000000  1.46137545191951e+00
Last: 700  2.000000  1.45359014018717e+00
Last: 710  2.000000  1.45423372786880e+00
Last: 720  2.000000  1.45485971117012e+00
Last: 730  2.000000  1.45546880260385e+00
Last: 740  2.000000  1.45606167674708e+00
Last: 750  2.000000  1.45663897273197e+00
Last: 760  2.000000  1.45720129654401e+00
Last: 770  2.000000  1.45019611835953e+00
Last: 780  2.000000  1.45828329842251e+00
Last: 790  2.000000  1.45143634384932e+00
Last: 800  2.000000  1.45203358021318e+00
Last: 810  2.000000  1.45261630663541e+00
Last: 820  2.000000  1.45318504550703e+00
Last: 830  2.000000  1.45374029444214e+00
Last: 840  2.000000  1.44737382213481e+00
Last: 850  2.000000  1.45481219768413e+00
Last: 860  2.000000  1.44857646566678e+00
Last: 870  2.000000  1.44915740969501e+00
Last: 880  2.000000  1.44972537548446e+00
Last: 890  2.000000  1.45028079308881e+00
Last: 900  2.000000  1.45082407377015e+00
Last: 910  2.000000  1.45135561101450e+00
Last: 920  2.000000  1.45820203761083e+00
Last: 930  2.000000  1.45238494589733e+00
Last: 940  2.000000  1.45907911491268e+00
Last: 950  2.000000  1.45337162473533e+00
Last: 960  2.000000  1.45384978817516e+00
Last: 970  2.000000  1.45431824501842e+00
Last: 980  2.000000  1.45477728783499e+00
Last: 990  2.000000  1.45522719755364e+00
Last: 1000  2.000000  1.45566824403668e+00
Last: 1010  2.000000  1.45610068661952e+00
Last: 1020  2.000000  1.45082409056857e+00
Last: 1030  2.000000  1.45694074780824e+00
Last: 1040  2.000000  1.45175440756317e+00
Last: 1050  2.000000  1.45220649099156e+00
Last: 1060  2.000000  1.45265018133572e+00
Last: 1070  2.000000  1.45308571015689e+00
Last: 1080  2.000000  1.45351330057593e+00
Last: 1090  2.000000  1.44860740513677e+00
Last: 1100  2.000000  1.45434551876019e+00
Last: 1110  2.000000  1.44951763823530e+00
Last: 1120  2.000000  1.44996077097275e+00
Last: 1130  2.000000  1.45039619252375e+00
Last: 1140  2.000000  1.45082410241261e+00
Last: 1150  2.000000  1.45124469333961e+00
Last: 1160  2.000000  1.45165815147086e+00
Last: 1170  2.000000  1.45206465671197e+00
Last: 1180  2.000000  1.44754910586963e+00
Last: 1190  2.000000  1.45285749839828e+00
Last: 1200  2.000000  1.44840807856473e+00
Last: 1210  2.000000  1.44882710130560e+00
Last: 1220  2.000000  1.44923937306097e+00
Last: 1230  2.000000  1.44964505566139e+00
Last: 1240  2.000000  1.45004430580641e+00
Last: 1250  2.000000  1.44580329036120e+00
Last: 1260  2.000000  1.45082411107449e+00
Last: 1270  2.000000  1.44664141811464e+00
Last: 1280  2.000000  1.44705083667783e+00
Last: 1290  2.000000  1.45194921966378e+00
Last: 1300  2.000000  1.45231290270654e+00
Last: 1310  2.000000  1.45267112234300e+00
Last: 1320  2.000000  1.45302400075549e+00
Last: 1330  2.000000  1.45337165650990e+00
Last: 1340  2.000000  1.44938122643407e+00
Last: 1350  2.000000  1.45405175702077e+00
Last: 1360  2.000000  1.45011310210728e+00
Last: 1370  2.000000  1.45047116124126e+00
Last: 1380  2.000000  1.45082411760010e+00
Last: 1390  2.000000  1.45117207948291e+00
Last: 1400  2.000000  1.45151515214622e+00
Last: 1410  2.000000  1.44774053865183e+00
Last: 1420  2.000000  1.45218703625692e+00
Last: 1430  2.000000  1.44845873655056e+00
Last: 1440  2.000000  1.44881048416155e+00
Last: 1450  2.000000  1.44915746373228e+00
Last: 1460  2.000000  1.44949977154859e+00
Last: 1470  2.000000  1.44983750132174e+00
Last: 1480  2.000000  1.45017074427294e+00
Last: 1490  2.000000  1.45049958921622e+00
Last: 1500  2.000000  1.44696040992778e+00
Last: 1510  2.000000  1.45114442877056e+00
Last: 1520  2.000000  1.44764597576573e+00
Last: 1530  2.000000  1.44798215606861e+00
Last: 1540  2.000000  1.44831404694127e+00
Last: 1550  2.000000  1.44864172995047e+00
Last: 1560  2.000000  1.44896528460751e+00
Last: 1570  2.000000  1.44559704088036e+00
Last: 1580  2.000000  1.44960031702117e+00
Last: 1590  2.000000  1.44626894925898e+00
Last: 1600  2.000000  1.45021974156226e+00
Last: 1610  2.000000  1.44692446499341e+00
Last: 1620  2.000000  1.44724626193087e+00
Last: 1630  2.000000  1.44756418068976e+00
Last: 1640  2.000000  1.44787829095027e+00
Last: 1650  2.000000  1.45170368175445e+00
Last: 1660  2.000000  1.44849535644975e+00
Last: 1670  2.000000  1.45227277974161e+00
Last: 1680  2.000000  1.44909798355881e+00
Last: 1690  2.000000  1.44939404014118e+00
Last: 1700  2.000000  1.44968667312199e+00
Last: 1710  2.000000  1.44997594154060e+00
Last: 1720  2.000000  1.45026190308580e+00
Last: 1730  2.000000  1.45054461413500e+00
Last: 1740  2.000000  1.45082412979242e+00
Last: 1750  2.000000  1.44778748907404e+00
Last: 1760  2.000000  1.45137378918843e+00
Last: 1770  2.000000  1.44836718823677e+00
Last: 1780  2.000000  1.44865223779619e+00
Last: 1790  2.000000  1.44893415760307e+00
Last: 1800  2.000000  1.44921299891694e+00
Last: 1810  2.000000  1.44948881188324e+00
Last: 1820  2.000000  1.44657885380694e+00
Last: 1830  2.000000  1.45003154796940e+00
Last: 1840  2.000000  1.44714916637139e+00
Last: 1850  2.000000  1.44742978098789e+00
Last: 1860  2.000000  1.44770743177879e+00
Last: 1870  2.000000  1.44798216544761e+00
Last: 1880  2.000000  1.44825402772182e+00
Last: 1890  2.000000  1.44852306337891e+00
Last: 1900  2.000000  1.44878931626995e+00
Last: 1910  2.000000  1.44602133806876e+00
Last: 1920  2.000000  1.44931364466881e+00
Last: 1930  2.000000  1.44657061960076e+00
Last: 1940  2.000000  1.44684108997133e+00
Last: 1950  2.000000  1.44710883607970e+00
Last: 1960  2.000000  1.44737389887359e+00
Last: 1970  2.000000  1.44763631848626e+00
Last: 1980  2.000000  1.44497404316471e+00
Last: 1990  2.000000  1.44815338473373e+00
